정류장명,위도,경도,도시명
경복궁역1번출구,37.5761167,126.9715833,서울특별시 종로구 내자동
서울경찰청.경복궁역,37.5758167,126.9714833,서울특별시 종로구 내자동
경복궁역(경유),37.5757,126.9725833,서울특별시 종로구 내자동
사직단.어린이도서관,37.5751333,126.9680167,서울특별시 종로구 사직동
사직단,37.5748833,126.9681833,서울특별시 종로구 사직동
KT광화문지사,37.5724333,126.9773167,서울특별시 종로구 세종로
광화문역6번출구,37.5700333,126.97625,서울특별시 종로구 세종로
세종문화회관,37.57265,126.9763667,서울특별시 종로구 세종로
광화문.광화문빌딩,37.5695167,126.97675,서울특별시 종로구 세종로
세종문화회관,37.5734,126.97635,서울특별시 종로구 세종로
광화문(중),37.5701333,126.97625,서울특별시 종로구 세종로
광화문,37.5703333,126.9758333,서울특별시 종로구 신문로1가
서울역사박물관,37.5699333,126.9720333,서울특별시 종로구 신문로1가
서울역사박물관.경교장.강북삼성병원,37.5700333,126.9713,서울특별시 종로구 신문로2가
서울역사박물관.경희궁앞(중),37.5690667,126.9703167,서울특별시 종로구 신문로2가
경복궁,37.5756167,126.9787333,서울특별시 종로구 중학동
종로1가,37.5703667,126.98045,서울특별시 종로구 종로1가
광화문(중),37.57025,126.9777667,서울특별시 종로구 종로1가
종로1가(중),37.5701333,126.9809,서울특별시 종로구 종로1가
종로1가(중),37.57025,126.9813833,서울특별시 종로구 종로1가
조계사.종로경찰서,37.5724,126.9832167,서울특별시 종로구 견지동
조계사.종로경찰서,37.5725167,126.9828167,서울특별시 종로구 견지동
안국동,37.57465,126.9827167,서울특별시 종로구 견지동
조계사,37.5727667,126.9832,서울특별시 종로구 견지동
종로2가.삼일교(중),37.5686833,126.9875333,서울특별시 종로구 관철동
청계2가교차로,37.5685333,126.98785,서울특별시 종로구 관철동
종로2가사거리(중),37.5697833,126.9877333,서울특별시 종로구 종로2가
종로2가(중),37.5701167,126.9855333,서울특별시 종로구 종로2가
종로2가,37.57025,126.9862333,서울특별시 종로구 종로2가
덕성여중고,37.57585,126.9819667,서울특별시 종로구 송현동
종로3가.탑골공원(중),37.5702333,126.9895667,서울특별시 종로구 종로3가
종로3가.탑골공원(중),37.5703667,126.9899833,서울특별시 종로구 종로3가
종로4가.종묘(중),37.5705,126.9947167,서울특별시 종로구 종로3가
원남동사거리(경유),37.5713167,126.9975667,서울특별시 종로구 인의동
원남동,37.5745667,126.9973333,서울특별시 종로구 원남동
현대그룹빌딩,37.57585,127.0005333,서울특별시 종로구 연지동
종로4가.종묘(중),37.5706667,126.9952833,서울특별시 종로구 종로4가
종로5가.광장시장(중),37.57075,126.99885,서울특별시 종로구 종로4가
종로5가.광장시장(중),37.5709167,126.9993167,서울특별시 종로구 종로4가
종로5가.효제동.김상옥의거터,37.5745,127.0022167,서울특별시 종로구 효제동
종로5가.효제초등학교,37.5729167,127.0021333,서울특별시 종로구 효제동
종로6가.동대문종합시장(중),37.5709833,127.00345,서울특별시 종로구 종로5가
종로6가.동대문종합시장(중),37.5711667,127.0057,서울특별시 종로구 종로5가
이화사거리(경유),37.5712667,127.0021333,서울특별시 종로구 종로5가
동대문,37.5717667,127.0084167,서울특별시 종로구 종로6가
종로중부새마을금고,37.5724167,127.0066,서울특별시 종로구 종로6가
이화동(이화장),37.5759667,127.00325,서울특별시 종로구 이화동
창경궁.서울대학교병원(중),37.5792333,126.9965667,서울특별시 종로구 연건동
충신동,37.5740667,127.0062833,서울특별시 종로구 충신동
방송통신대.이화장,37.5781667,127.00245,서울특별시 종로구 동숭동
혜화역2번출구.마로니에공원,37.58115,127.0022667,서울특별시 종로구 동숭동
혜화동로터리.여운형활동터(중),37.5862333,127.00175,서울특별시 종로구 혜화동
혜화역.동성중고(장면총리가옥),37.5846,127.0017167,서울특별시 종로구 혜화동
혜화동로터리(경유),37.58575,127.0011833,서울특별시 종로구 혜화동
혜화동로터리(경유),37.58565,127.0014833,서울특별시 종로구 혜화동
명륜3가.성대입구(중),37.5827,126.9983333,서울특별시 종로구 명륜4가
동대문역.흥인지문(중),37.5721,127.0124833,서울특별시 종로구 창신동
동대문역.흥인지문(중),37.5723167,127.01345,서울특별시 종로구 창신동
신설동로터리,37.5755333,127.0226833,서울특별시 종로구 숭인동
숭인동,37.5743167,127.0204333,서울특별시 종로구 숭인동
동묘앞(중),37.5737667,127.0185667,서울특별시 종로구 숭인동
동묘앞(중),37.5742167,127.0195333,서울특별시 종로구 숭인동
서대문.서울시교육청,37.5682833,126.9645167,서울특별시 종로구 교남동
서대문역사거리.적십자병원,37.5670167,126.96755,서울특별시 종로구 평동
서대문역사거리(중),37.5661833,126.9668833,서울특별시 종로구 평동
영천시장(중),37.5697833,126.96285,서울특별시 종로구 교북동
독립문고가차도(경유),37.57195,126.9607333,서울특별시 종로구 교북동
구기터널.삼성출판박물관,37.6086333,126.9562,서울특별시 종로구 구기동
구기터널.삼성출판박물관,37.6083333,126.9564167,서울특별시 종로구 구기동
구기동,37.607,126.9585333,서울특별시 종로구 구기동
구기동,37.6070667,126.9590333,서울특별시 종로구 구기동
갑을씨티텔앞,37.6044,126.9635333,서울특별시 종로구 평창동
평창파출소,37.60535,126.9660333,서울특별시 종로구 평창동
평창동주민센터,37.6066333,126.9695667,서울특별시 종로구 평창동
일성아파트,37.6088,126.973,서울특별시 종로구 평창동
롯데아파트,37.6104667,126.9764667,서울특별시 종로구 평창동
롯데아파트,37.6100333,126.9761333,서울특별시 종로구 평창동
벽산평창힐스아파트,37.60825,126.9728833,서울특별시 종로구 평창동
예능교회,37.6065333,126.9700833,서울특별시 종로구 평창동
서울예술고등학교.평창동주민센터,37.6058167,126.9676167,서울특별시 종로구 평창동
화정박물관,37.6045333,126.9648,서울특별시 종로구 평창동
평창동삼성아파트,37.6111167,126.9786833,서울특별시 종로구 평창동
국민은행세검정지점,37.6047,126.9608833,서울특별시 종로구 신영동
국민은행세검정지점,37.6047667,126.96125,서울특별시 종로구 신영동
독립문역.한성과학고(중),37.5757333,126.95645,서울특별시 종로구 무악동
을지로입구역.광교,37.5675333,126.9824667,서울특별시 중구 다동
서울신문사,37.5684,126.9773667,서울특별시 중구 태평로1가
프레스센터,37.5675,126.97735,서울특별시 중구 태평로1가
을지로입구.시청입구,37.56615,126.9810833,서울특별시 중구 을지로1가
서울시청,37.56615,126.9807667,서울특별시 중구 을지로1가
을지로입구.로얄호텔,37.5659833,126.9852833,서울특별시 중구 을지로2가
을지로2가.기업은행본점.서울노동청,37.56625,126.9865333,서울특별시 중구 을지로2가
을지로2가.파인에비뉴,37.56605,126.9888167,서울특별시 중구 을지로2가
남대문세무서.국가인권위원회,37.5652333,126.9878,서울특별시 중구 을지로2가
SKT타워(경유),37.5662167,126.9852667,서울특별시 중구 을지로2가
우리은행종로지점,37.5676833,126.9829333,서울특별시 중구 남대문로1가
광교,37.5679833,126.98295,서울특별시 중구 남대문로1가
시청광장,37.5652,126.9789,서울특별시 중구 소공동
남대문시장.회현역,37.5583167,126.9777667,서울특별시 중구 남창동
남대문시장.회현역,37.5578167,126.9777167,서울특별시 중구 남창동
시청앞,37.56235,126.9766,서울특별시 중구 태평로2가
삼성본관앞,37.5620667,126.9759,서울특별시 중구 태평로2가
시청서소문2청사,37.5628667,126.9762167,서울특별시 중구 태평로2가
신한은행본점,37.5611167,126.9755167,서울특별시 중구 태평로2가
시청교차로(경유),37.56455,126.9767667,서울특별시 중구 태평로2가
롯데백화점,37.5644667,126.98215,서울특별시 중구 남대문로2가
해운센터.롯데영플라자,37.5627,126.9814833,서울특별시 중구 남대문로2가
롯데영프라자,37.5630333,126.9820833,서울특별시 중구 남대문로2가
명동입구,37.5646833,126.9826,서울특별시 중구 남대문로2가
명동입구B,37.5644333,126.9825333,서울특별시 중구 남대문로2가
남대문시장,37.5612667,126.97995,서울특별시 중구 남대문로3가
북창동.남대문시장,37.5612,126.9781833,서울특별시 중구 남대문로3가
남대문시장앞.이회영활동터,37.5610167,126.9787333,서울특별시 중구 남대문로3가
한국은행.신세계앞,37.56145,126.9792833,서울특별시 중구 남대문로3가
남대문로3가(경유),37.56105,126.9789833,서울특별시 중구 남대문로3가
북창동.남대문시장,37.5609667,126.9771667,서울특별시 중구 남대문로4가
숭례문교차로(경유),37.5603667,126.9754333,서울특별시 중구 남대문로4가
숭례문(중),37.5584667,126.9736833,서울특별시 중구 남대문로5가
숭례문,37.5581167,126.9731167,서울특별시 중구 남대문로5가
숭례문.한국일보,37.5588,126.97375,서울특별시 중구 남대문로5가
후암삼거리,37.5533833,126.9760833,서울특별시 중구 남대문로5가
숭례문,37.5587833,126.9744,서울특별시 중구 남대문로5가
숭례문,37.55845,126.9741,서울특별시 중구 남대문로5가
숭례문,37.558,126.9737,서울특별시 중구 남대문로5가
남대문경찰서,37.5540333,126.9737167,서울특별시 중구 남대문로5가
서울역교차로(경유),37.5571,126.9726333,서울특별시 중구 남대문로5가
서울역,37.55805,126.97205,서울특별시 중구 봉래동1가
숭례문(경유),37.5598,126.9744667,서울특별시 중구 봉래동1가
서울역버스환승센터,37.5555167,126.9725,서울특별시 중구 봉래동2가
서울역버스환승센터(5번승강장)(중),37.55515,126.9726833,서울특별시 중구 봉래동2가
서울역버스환승센터(6번승강장)(중),37.55515,126.9727333,서울특별시 중구 봉래동2가
서울역버스환승센터.강우규의거터,37.5555167,126.9730667,서울특별시 중구 봉래동2가
서울역,37.55815,126.97135,서울특별시 중구 봉래동2가
서울스퀘어앞,37.5553833,126.9732667,서울특별시 중구 봉래동2가
서울역,37.557206,126.971821,인천광역시 중구 봉래동2가
남산3호터널,37.5585333,126.9826833,서울특별시 중구 회현동2가
남산3호터널.서울애니메이션센터,37.5595,126.9827,서울특별시 중구 회현동2가
신세계백화점,37.5608,126.9815167,서울특별시 중구 충무로1가
남대문세무서(중),37.5649667,126.9875333,서울특별시 중구 저동1가
국가인권위.안중근활동터(중),37.5643167,126.98785,서울특별시 중구 저동1가
명동성당,37.5650167,126.9873833,서울특별시 중구 저동1가
남산1호터널,37.5574,126.9922,서울특별시 중구 예장동
남산1호터널TG(경유),37.5557,126.9927167,서울특별시 중구 예장동
남산1호터널TG(경유),37.55585,126.99315,서울특별시 중구 예장동
을지로6가.국립중앙의료원,37.5661333,127.0063667,서울특별시 중구 을지로6가
을지로6가.국립중앙의료원,37.5665,127.0058333,서울특별시 중구 을지로6가
동대문역사문화공원,37.5672833,127.0088,서울특별시 중구 을지로7가
동대문역사문화공원,37.5654833,127.0091167,서울특별시 중구 을지로7가
을지로4가,37.5666833,126.9962167,서울특별시 중구 을지로4가
을지로4가.베스트웨스턴국도,37.5664333,126.9968333,서울특별시 중구 을지로4가
방산시장.을지로4가역6번출구,37.56685,126.99925,서울특별시 중구 을지로4가
을지로5가.중부시장,37.5666667,127.0011,서울특별시 중구 을지로5가
방산종합시장,37.5678333,127.0019167,서울특별시 중구 방산동
을지로3가,37.5663833,126.9903667,서울특별시 중구 을지로3가
을지로3가,37.5661667,126.9912833,서울특별시 중구 을지로3가
충무아트센터.스포츠센터.중부소방서,37.5652333,127.0140333,서울특별시 중구 신당동
신당역.중앙시장앞,37.56555,127.0194333,서울특별시 중구 신당동
성동고등학교,37.56525,127.0225333,서울특별시 중구 신당동
신당파인힐하나유보라,37.56495,127.02485,서울특별시 중구 신당동
충무아트센터.스포츠센터.중부소방서,37.5650667,127.0147333,서울특별시 중구 무학동
신당역.중앙시장앞,37.5657667,127.0187333,서울특별시 중구 황학동
성동고등학교,37.5656,127.02205,서울특별시 중구 황학동
시청서소문2청사,37.56325,126.9748833,서울특별시 중구 서소문동
시청.서소문청사,37.56355,126.9749667,서울특별시 중구 서소문동
시청앞.덕수궁,37.56625,126.9768833,서울특별시 중구 정동
염천교사거리(경유),37.55935,126.9716667,서울특별시 중구 순화동
경찰서앞교차로(경유),37.5618667,126.97005,서울특별시 중구 순화동
경찰청.동북아역사재단,37.5630333,126.96915,서울특별시 중구 의주로1가
서대문경찰서.농협은행.유관순활동터,37.56495,126.9677333,서울특별시 중구 의주로1가
경찰청.동북아역사재단(중),37.5643,126.9680333,서울특별시 중구 의주로1가
경찰청.동북아역사재단(중),37.5624833,126.96925,서울특별시 중구 의주로1가
경찰청앞교차로(경유),37.56225,126.9698333,서울특별시 중구 의주로1가
서대문역교차로(경유),37.5655833,126.9672333,서울특별시 중구 의주로1가
서대문역사거리.농협중앙회,37.5668,126.9679167,서울특별시 중구 충정로1가
서울역서부,37.55705,126.9692,서울특별시 중구 중림동
종근당.충정로역,37.5596167,126.9644833,서울특별시 중구 중림동
충정로역,37.5596167,126.9645,서울특별시 중구 중림동
종근당.충정로역,37.559617,126.964556,인천광역시 중구 중림동
후암시장,37.5497833,126.9775333,서울특별시 용산구 후암동
용산중고,37.5468333,126.9783333,서울특별시 용산구 후암동
후암동종점,37.5467167,126.9809667,서울특별시 용산구 후암동
해방촌,37.53775,126.9865,서울특별시 용산구 용산동2가
녹사평역,37.5350833,126.9853333,서울특별시 용산구 용산동2가
용산구청,37.52965,126.9911333,서울특별시 용산구 용산동4가
녹사평역,37.5348,126.9853,서울특별시 용산구 용산동4가
숙대입구역(중),37.5438,126.9722333,서울특별시 용산구 갈월동
남영역,37.54205,126.9719167,서울특별시 용산구 갈월동
남영역,37.5409,126.9710167,서울특별시 용산구 갈월동
갈월동.4호선숙대입구,37.5463,126.9715833,서울특별시 용산구 갈월동
숙대입구역(중),37.5433333,126.9725333,서울특별시 용산구 남영동
남영우체국,37.5451667,126.9732333,서울특별시 용산구 남영동
전쟁기념관,37.5348,126.97685,서울특별시 용산구 용산동1가
용산중고,37.5457,126.9774333,서울특별시 용산구 용산동1가
갈월동(중),37.5510167,126.9722333,서울특별시 용산구 동자동
갈월동(중),37.5495667,126.9717,서울특별시 용산구 동자동
서계동,37.5525167,126.9693333,서울특별시 용산구 동자동
청파동,37.54885,126.9701333,서울특별시 용산구 청파동1가
숙대입구역.청파동주민센터,37.5454167,126.9707667,서울특별시 용산구 청파동2가
숙대입구역,37.5443667,126.97085,서울특별시 용산구 청파동3가
남영역,37.54225,126.9709167,서울특별시 용산구 청파동3가
숙대입구,37.5445667,126.9705167,서울특별시 용산구 청파동3가
남영역,37.5407833,126.9706667,서울특별시 용산구 원효로1가
용산경찰서,37.5405333,126.9691833,서울특별시 용산구 원효로1가
용산경찰서,37.5400333,126.96905,서울특별시 용산구 원효로1가
용산꿈나무종합타운.원효로우체국,37.53865,126.9669167,서울특별시 용산구 원효로1가
용산꿈나무종합타운.보건분소,37.5384667,126.965,서울특별시 용산구 원효로1가
용산꿈나무종합타운,37.5385167,126.96725,서울특별시 용산구 원효로1가
용산e편한세상,37.5373667,126.9653667,서울특별시 용산구 원효로2가
남정초등학교,37.53635,126.9636667,서울특별시 용산구 원효로2가
원효로2가,37.5362667,126.9629833,서울특별시 용산구 원효로2가
원효로2가사거리,37.5349667,126.9610667,서울특별시 용산구 원효로2가
용산꿈나무종합타운.보건분소,37.5383167,126.9645833,서울특별시 용산구 원효로2가
원효로3가,37.5340833,126.9581833,서울특별시 용산구 원효로3가
원효로3가,37.5338333,126.9583167,서울특별시 용산구 원효로3가
원효대교북단,37.5321667,126.95575,서울특별시 용산구 원효로3가
용마루고개(서울자동차고등학교),37.5406667,126.9584667,서울특별시 용산구 효창동
용마루고개.효창파크푸르지오아파트,37.5403333,126.95855,서울특별시 용산구 효창동
효창공원앞역.이봉창역사울림관,37.53925,126.9620333,서울특별시 용산구 효창동
효창공원앞역.이봉창역사울림관,37.5390167,126.9618,서울특별시 용산구 용문동
원효로제1동주민센터,37.5376167,126.9670833,서울특별시 용산구 문배동
문배동이안아파트앞,37.53855,126.9706833,서울특별시 용산구 문배동
용산전자상가10동,37.5333167,126.9619667,서울특별시 용산구 신계동
삼각지역(중),37.5353,126.974,서울특별시 용산구 한강로1가
삼각지역(중),37.5360167,126.97415,서울특별시 용산구 한강로1가
문배동이안아파트앞,37.5389,126.97105,서울특별시 용산구 한강로1가
신용산역(중),37.5272833,126.9662,서울특별시 용산구 한강로2가
신용산역(중),37.5279667,126.9666167,서울특별시 용산구 한강로2가
KT용산지사(중),37.5315333,126.9702333,서울특별시 용산구 한강로2가
KT용산지사(중),37.5320833,126.9705667,서울특별시 용산구 한강로2가
신용산역3번출구,37.5288333,126.9673,서울특별시 용산구 한강로2가
용산전자상가17동,37.5338167,126.9660167,서울특별시 용산구 한강로2가
용산전자상가19동,37.5334667,126.9655,서울특별시 용산구 한강로2가
용산역광장앞,37.5289167,126.9660333,서울특별시 용산구 한강로2가
전쟁기념관,37.5344667,126.9773333,서울특별시 용산구 용산동3가
용산세무서,37.5236667,126.97015,서울특별시 용산구 용산동5가
이촌역,37.5227,126.9739,서울특별시 용산구 용산동5가
이촌역,37.5225667,126.97325,서울특별시 용산구 용산동5가
한강대교북단.LG유플러스(중),37.5241333,126.9631833,서울특별시 용산구 한강로3가
한강대교북단.LG유플러스(중),37.52435,126.9631833,서울특별시 용산구 한강로3가
용산전자상가12동,37.5330333,126.9622667,서울특별시 용산구 한강로3가
용산전자상가.전자랜드,37.5328,126.9585667,서울특별시 용산구 한강로3가
용산전자상가.전자랜드,37.5330333,126.95825,서울특별시 용산구 한강로3가
원효대교북단,37.5319167,126.956,서울특별시 용산구 한강로3가
신용산.지하차도,37.5325333,126.9639333,서울특별시 용산구 한강로3가
용산역,37.52895,126.96575,서울특별시 용산구 한강로3가
용산푸르지오써밋,37.5274333,126.9645,서울특별시 용산구 한강로3가
용산푸르지오써밋,37.52735,126.9647167,서울특별시 용산구 한강로3가
용산역사박물관.용산철도고등학교,37.5256333,126.9660167,서울특별시 용산구 한강로3가
용산역사박물관.용산철도고등학교,37.5254333,126.9668667,서울특별시 용산구 한강로3가
용산세무서,37.5236667,126.9693167,서울특별시 용산구 한강로3가
노들섬,37.51815,126.9589667,서울특별시 용산구 이촌동
노들섬,37.5180667,126.9595167,서울특별시 용산구 이촌동
원효대교북단(경유),37.5300833,126.9508333,서울특별시 용산구 이촌동
한강대교북단(경유),37.5217,126.96075,서울특별시 용산구 이촌동
국군재정관리단,37.5371667,126.9869667,서울특별시 용산구 이태원동
용산구청,37.5303167,126.9912,서울특별시 용산구 이태원동
서울시중부기술교육원.블루스퀘어,37.5412167,127.0031667,서울특별시 용산구 한남동
순천향대학병원,37.5363167,127.0058167,서울특별시 용산구 한남동
순천향대학병원,37.5356667,127.00625,서울특별시 용산구 한남동
순천향대학병원,37.5359,127.0054333,서울특별시 용산구 한남동
순천향대학병원.한남오거리,37.5355333,127.0057167,서울특별시 용산구 한남동
한남5거리,37.5329,127.0083333,서울특별시 용산구 한남동
한남1고가차도진입(경유),37.5414167,127.0023167,서울특별시 용산구 한남동
한남1고가차도(경유),37.5407167,127.0037,서울특별시 용산구 한남동
한남오거리(경유),37.5338,127.0076667,서울특별시 용산구 한남동
한강중학교,37.5255167,126.99225,서울특별시 용산구 동빙고동
한강중학교앞,37.52455,126.9924833,서울특별시 용산구 서빙고동
서빙고역1번출구,37.5200667,126.9899,서울특별시 용산구 서빙고동
서빙고역교차로,37.5204167,126.9900833,서울특별시 용산구 서빙고동
반포대교북단(경유),37.5188833,126.99395,서울특별시 용산구 서빙고동
국립중앙박물관용산가족공원,37.5209667,126.9783667,서울특별시 용산구 용산동6가
국립중앙박물관용산가족공원,37.5208667,126.9798,서울특별시 용산구 용산동6가
동작대교북단(경유),37.5159333,126.9827,서울특별시 용산구 용산동6가
왕십리센트라스아파트,37.5652,127.0249,서울특별시 성동구 상왕십리동
왕십리교회,37.5664333,127.0237,서울특별시 성동구 상왕십리동
왕십리도선동주민센터,37.5676167,127.0245,서울특별시 성동구 상왕십리동
상왕십리역,37.5647333,127.0286667,서울특별시 성동구 하왕십리동
청계벽산아파트.텐즈힐아파트,37.5687667,127.0304,서울특별시 성동구 하왕십리동
청계벽산아파트.텐즈힐아파트,37.5682167,127.0300667,서울특별시 성동구 하왕십리동
왕십리2동주민센터,37.5625,127.0332667,서울특별시 성동구 하왕십리동
도선고등학교.꽃재교회,37.56695,127.0284333,서울특별시 성동구 하왕십리동
뉴타운아파트,37.5648333,127.0270833,서울특별시 성동구 하왕십리동
상왕십리역.센트라스아파트,37.5654667,127.0299667,서울특별시 성동구 홍익동
코스모타워.서울신용보증재단성동지점,37.5630167,127.0329,서울특별시 성동구 도선동
상왕십리역,37.5648833,127.0302167,서울특별시 성동구 도선동
한양대정문,37.5564333,127.04315,서울특별시 성동구 행당동
한양대정문앞,37.5568167,127.0433,서울특별시 성동구 행당동
왕십리역,37.5599833,127.0362,서울특별시 성동구 행당동
왕십리역,37.5603833,127.03625,서울특별시 성동구 행당동
행당1동주민센터.성동소방서,37.5582,127.0386,서울특별시 성동구 행당동
서울숲삼부아파트,37.5587667,127.0379333,서울특별시 성동구 행당동
동부간선도로입구(경유),37.5431833,127.0302667,서울특별시 성동구 금호동4가
상원,37.5514,127.04595,서울특별시 성동구 성수동1가
상원,37.55175,127.0468167,서울특별시 성동구 성수동1가
리버하우스,37.55095,127.051,서울특별시 성동구 성수동1가
리버하우스,37.5513,127.0506667,서울특별시 성동구 성수동1가
성수대교북단(경유),37.5402833,127.0352,서울특별시 성동구 성수동1가
성수대교북단(경유),37.5435833,127.0359,서울특별시 성동구 성수동1가
영동대교북단,37.5367667,127.0606333,서울특별시 성동구 성수동2가
경수중학교,37.5394167,127.0622,서울특별시 성동구 성수동2가
화양사거리,37.54705,127.06655,서울특별시 성동구 성수동2가
성수사거리.성수초등학교,37.5429333,127.0642333,서울특별시 성동구 성수동2가
서울효사랑병원,37.5415,127.0634333,서울특별시 성동구 성수동2가
성수2가3동주민센터,37.5495667,127.0555167,서울특별시 성동구 성수동2가
성동세무서앞,37.54795,127.0623833,서울특별시 성동구 성수동2가
우리은행화양동지점,37.5481,127.0662,서울특별시 성동구 성수동2가
영동대교북단(경유),37.5334833,127.0585667,서울특별시 성동구 성수동2가
제인병원,37.5493333,127.0568167,서울특별시 성동구 송정동
성동세무서,37.5482833,127.0643167,서울특별시 성동구 송정동
성수2가3동주민센터,37.5502167,127.0546833,서울특별시 성동구 송정동
군자교(경유),37.5593833,127.0725333,서울특별시 성동구 송정동
답십리역사거리(중),37.5655667,127.05425,서울특별시 성동구 용답동
청년회의소.서울새활용플라자(중),37.5619833,127.0604667,서울특별시 성동구 용답동
장한평역(중),37.5612,127.0662167,서울특별시 성동구 용답동
청년회의소(중),37.5619167,127.0614833,서울특별시 성동구 용답동
신답초등학교.청계한신휴플러스(중),37.5717167,127.0444,서울특별시 성동구 용답동
신답초등학교.청계한신휴플러스(중),37.5716167,127.0449333,서울특별시 성동구 용답동
군자교입구(중),37.5585333,127.0760667,서울특별시 광진구 중곡동
군자교입구(중),37.5589,127.0750833,서울특별시 광진구 중곡동
군자역.용마초등학교(중),37.55605,127.08245,서울특별시 광진구 중곡동
중곡동입구삼거리(중),37.5544667,127.0864667,서울특별시 광진구 중곡동
군자교,37.5615667,127.0751333,서울특별시 광진구 중곡동
군자교,37.5624,127.0752,서울특별시 광진구 중곡동
중곡2동주민센터앞,37.5600667,127.0809,서울특별시 광진구 중곡동
중곡2동주민센터앞,37.5598833,127.0811667,서울특별시 광진구 중곡동
중곡동성당앞,37.56295,127.0828333,서울특별시 광진구 중곡동
종합의료복합단지,37.5639833,127.0834167,서울특별시 광진구 중곡동
면곡시장,37.56975,127.0797333,서울특별시 광진구 중곡동
면곡시장,37.5702833,127.0795167,서울특별시 광진구 중곡동
중곡아파트,37.5662667,127.0778333,서울특별시 광진구 중곡동
중곡아파트,37.5658167,127.07715,서울특별시 광진구 중곡동
용곡삼거리,37.568,127.0856333,서울특별시 광진구 중곡동
중곡역.국립정신건강센터,37.56595,127.0845,서울특별시 광진구 중곡동
용암사입구,37.5678667,127.0863333,서울특별시 광진구 중곡동
대원고교앞,37.5642,127.08695,서울특별시 광진구 중곡동
중곡동종점,37.5626833,127.0872167,서울특별시 광진구 중곡동
신성시장,37.5583167,127.0879167,서울특별시 광진구 중곡동
중곡동입구,37.5542,127.08865,서울특별시 광진구 중곡동
용곡삼거리,37.5685667,127.0855833,서울특별시 광진구 중곡동
중곡역.국립정신건강센터,37.5662833,127.0843167,서울특별시 광진구 중곡동
종합의료복합단지,37.5645833,127.0833667,서울특별시 광진구 중곡동
중곡동성당,37.5630167,127.0825167,서울특별시 광진구 중곡동
군자역.용마초등학교(중),37.5562667,127.0815333,서울특별시 광진구 능동
어린이대공원후문.아차산역(중),37.5525667,127.0893,서울특별시 광진구 능동
어린이대공원앞,37.55215,127.0771,서울특별시 광진구 능동
능동사거리.군자역,37.5551667,127.07865,서울특별시 광진구 능동
구의사거리.광진소방서앞,37.5452833,127.08395,서울특별시 광진구 능동
어린이회관,37.5460667,127.0772167,서울특별시 광진구 능동
중곡동입구삼거리(중),37.5549333,127.0848667,서울특별시 광진구 능동
어린이대공원역2번출구,37.5469333,127.0754667,서울특별시 광진구 능동
어린이대공원후문.아차산역(중),37.55115,127.0901167,서울특별시 광진구 구의동
구의사거리.광진소방서앞,37.5449667,127.0845667,서울특별시 광진구 구의동
광진경찰서,37.5415667,127.0836833,서울특별시 광진구 구의동
광진경찰서,37.5431167,127.0846333,서울특별시 광진구 구의동
광진경찰서,37.5422167,127.0842833,서울특별시 광진구 구의동
광진구청,37.5389333,127.0834333,서울특별시 광진구 구의동
구의역2번출구,37.5379333,127.0886,서울특별시 광진구 구의동
래미안구의파크스위트,37.5447,127.0890833,서울특별시 광진구 구의동
구의2동주민센터입구,37.5493,127.0897333,서울특별시 광진구 구의동
구의2동주민센터입구,37.5486833,127.0895667,서울특별시 광진구 구의동
구의사거리,37.5456667,127.0856667,서울특별시 광진구 구의동
구의사거리,37.54585,127.0863333,서울특별시 광진구 구의동
래미안구의파크스위트,37.545,127.0890333,서울특별시 광진구 구의동
현대아파트앞,37.5391333,127.0939,서울특별시 광진구 구의동
현대아파트앞,37.5394833,127.0942167,서울특별시 광진구 구의동
테크노마트앞.강변역(D),37.5366667,127.0939333,서울특별시 광진구 구의동
올림픽대교북단사거리,37.5434333,127.0931833,서울특별시 광진구 구의동
어린이대공원후문,37.55085,127.0904833,서울특별시 광진구 구의동
강변역(A),37.53615,127.09355,서울특별시 광진구 구의동
테크노마트앞.강변역(C),37.5366333,127.09385,서울특별시 광진구 구의동
강변역(B),37.5362,127.0936667,서울특별시 광진구 구의동
동서울터미널,37.5342333,127.0932,서울특별시 광진구 구의동
동서울터미널,37.5344833,127.0935,서울특별시 광진구 구의동
새밭교회(중),37.54915,127.0923833,서울특별시 광진구 구의동
새밭교회(중),37.54895,127.0931833,서울특별시 광진구 구의동
구의3동주민센터,37.5390333,127.0925333,서울특별시 광진구 구의동
구의3동주민센터,37.5391833,127.0923167,서울특별시 광진구 구의동
올림픽대교북단(경유),37.5377833,127.0997833,서울특별시 광진구 구의동
올림픽대교북단(경유),37.5377333,127.0994667,서울특별시 광진구 구의동
올림픽대교북단(경유),37.5375333,127.0997,서울특별시 광진구 구의동
구의3동주민센터(경유),37.5379333,127.0918333,서울특별시 광진구 구의동
양지삼거리(경유),37.54015,127.0944333,서울특별시 광진구 구의동
동서울터미널(경유),37.5366667,127.0930333,서울특별시 광진구 구의동
올림픽대교북단사거리,37.54345,127.0936667,서울특별시 광진구 광장동
광장동현대아파트앞,37.5421167,127.09815,서울특별시 광진구 광장동
광장동현대아파트앞,37.5420167,127.0991667,서울특별시 광진구 광장동
광나루역.극동아파트,37.5434667,127.1030667,서울특별시 광진구 광장동
광나루역.극동아파트,37.5441833,127.1032167,서울특별시 광진구 광장동
워커힐아파트앞,37.5497167,127.1084833,서울특별시 광진구 광장동
워커힐입구,37.5518833,127.1095667,서울특별시 광진구 광장동
